number,kind,line1,line2,line3
1336,other,"The %s slashes you for %d damage!","The %s slashes %s for %s damage!","The slaver lord hurls his blade at you, and collapses in pain!"
1337,spell,"The disease dies down.","","You are diseased!"
1338,other,"A %s sneaks in from %s.","The %s sneaks out to %s.","The wererat charges after you!"
1339,other,"The %s slashes you for %d damage!","The %s slashes %s for %s damage!","The wererat squeals in agony, and dies!"
1340,other,"The %s bites you for %d damage!","The %s bites %s for %s damage!",""
1341,other,"The %s smacks you for %d damage!","The %s smacks %s for %s damage!","The wererat shaman shrieks a curse at you, and dies!"
1342,other,"The %s chops you for %d damage!","The %s chops %s for %s damage!","The wererat champion shrieks in rage, and dies in a bloody spasm!"
1343,other,"The %s all-out chops you for %d damage!","The %s all-out chops %s for %s damage!",""
1344,other,"The %s rips you for %d damage!","The %s rips %s for %s damage!","The plague-crafter fumbles for one of its flasks, but falls dead!"
1345,spell,"The hideous plague wears off.","","You are afflicted with a hideous plague!"
1346,spell,"You hurl a flask onto the ground!","%s hurls a flask onto the ground!","%s hurls a flask onto the ground!"
1347,other,"A billowing yellow smoke fills the room!","A billowing yellow smoke fills the room!","A billowing yellow smoke fills the room!"
1348,spell,"You rub your diamond-studded ring.","%s rubs a diamond-studded ring.","%s rubs a diamond-studded ring."
1349,other,"You glow with a brilliant bluish light!","You glow with a brilliant bluish light!","%s glows with a brilliant bluish light!"
1350,spell,"You hold aloft the Cross of Vengeance!","","%s holds aloft the Cross of Vengeance!"
1351,other,"A blazing light springs forth, enveloping you!","","A blazing light springs forth, enveloping %s!"
1352,spell,"The light from the Cross of Vengeance winks out.","","You are surrounded by a brilliant light!"
1353,spell,"You read from your arcane tome.","","%s reads from an arcane tome."
1354,spell,"The arcane incantation slips from memory.","","You have memorized an arcane incantation!"
1355,other,"The words within slowly form a mystical pattern!","","%s appears to have memorized something!"
1356,spell,"You read the strange, pristine scroll.","%s reads a strange, pristine scroll.","%s reads a strange, pristine scroll."
1357,other,"The scroll explodes with healing power!","The scroll explodes with healing power!","The scroll explodes with healing power!"
1358,other,"The %s slashes you for %d damage!","The %s slashes %s for %s damage!","The fallen angel bursts apart in whirlwind of fire."
1359,other,"You get a good grip on the portcullis, and heave with all your might!","%s gets a good grip on the portcullis, and heaves!",""
1360,other,"The portcullis moves with agonizing slowness!","The portcullis moves with agonizing slowness!","The portcullis moves with agonizing slowness!"
1361,other,"You strain yourself trying to move the portcullis!","%s is hurt while straining to move the portcullis!","%s is hurt while straining to move the portcullis!"
1362,other,"You start working on the puzzle lock.","%s starts working on the puzzle lock.",""
1363,other,"You think you have solved the puzzle lock, and wait expectantly!","%s sits back with a statisfied look.",""
1364,other,"However, a flash of insight allows you to complete the last twist.","%s suddenly lunges forward, finishing the puzzle in a flash of insight.",""
1365,other,"With the rattle of many complex mechanisms, the door opens!","With the rattle of many complex mechanisms, the door opens!","With the rattle of many complex mechanisms, the door opens!"
1366,other,"An incredible blast of lightning streaks out and sears you!","","An incredible blast of lightning streaks out and sears %s for %s damage!"
1367,other,"The gnome commander gives you the heavy bloodstone orb.","The gnome commander gives %s a heavy bloodstone orb.",""
1368,other,"When the brooch is not forthcoming, he spits in disgust and turns away!","The shopkeeper spits in disgust at %s.",""
1369,other,"The shopkeeper frowns in anger when you say you do not have the orb.","The shopkeeper frowns in anger at %s.",""
1370,other,"","You swallow some of the scummy black water, and feel sick!",""
1371,other,"You dive into the black waters of the moat!","%s dives into the black waters of the moat!",""
1372,other,"You get the feeling that something is living in here...","%s dives down into the moat from above!",""
1373,other,"You do not see that here.","",""
1374,other,"The dark power of the portal forces you back!","%s tries to enter the dark portal, but is forced back!",""
1375,other,"You step into the dark portal, and a wrenching sensation envelops you!","%s steps into the dark portal, and vanishes!",""
1376,other,"A vast, featureless plane of darkness surrounds you.","%s appears in a flash of light!",""
1377,other,"You follow an ethereal thread.","%s follows an ethereal thread.","%s arrives from an ethereal thread."
1378,other,"You cannot do that right now!","%s tries to touch the black orb, but is blocked!",""
1379,other,"You touch the black orb, and a bolt of energy shoots upwards!","%s touches the black orb, and a bolt of energy shoots upwards!",""
1380,other,"You cannot do that right now!","%s makes a move for the throne, but is blocked!",""
1381,other,"You push the button on the throne.","%s pushes the button on the throne.",""
1382,other,"You cannot do that right now!","%s tries to attack the apparatus, but is blocked!",""
1383,other,"The apparatus falls apart in a somewhat unclimactic clatter of parts.","The apparatus falls apart in a somewhat unclimactic clatter of parts.",""
1384,other,"You launch yourself at the hideous contraption, intent on its destruction!","%s begins to attack the contraption, intent on its destruction!",""
1385,other,"A cloud of bluish vapour escapes, and you can't help but inhale it!","%s accidentally inhales a cloud of bluish vapours!",""
1386,other,"You feel lightheaded, and somewhat more evasive!","%s reels lightheadedly!",""
1387,other,"The statue of the dark-elf animates, pulls out a key, and gives it to you.","The statue animates, pulls out a key, and gives it to %s.",""
1388,other,"The statue animates, and attacks!","",""
1389,other,"With a groaning crack, a passage in the dead-end reveals itself.","",""
1390,other,"rocky passage %s","",""
1391,other,"The wooden front of the keg swings open soundlessly!","",""
1392,other,"open keg %s","",""
1393,other,"With a grinding clank, a stone trapdoor swings open.","",""
1394,other,"open stone trapdoor %s","",""
1395,other,"","You take %d damage from the explosion!",""
1396,other,"","","Precious treasures spill forth from the chest as it is split open."
1397,other,"You open the silver casket and find...","%s opens the silver casket an finds...",""
1398,other,"The key breaks and crumbles apart.","%s's key breaks and crumbles apart.",""
1399,commands,"turn wheel","push bar","move wheel"
1400,other,"You turn the great wheel with a mighty effort, and the drawbridge opens!","%s turn the great wheel with a mighty effort, and the drawbridge opens!",""
1401,other,"You climb out of the filthy moat.","%s climbs out of the filthy moat.","%s arrives from the moat, stinking and dripping wet."
1402,other,"A wererat plague-crafter sneaks in from %s.","The wererat plague-crafter sneaks out to %s.","The wererat plague-crafter runs after you!"
1403,other,"You rolled a 2.","",""
1404,other,"You rolled a 3.","",""
1405,other,"You rolled a 4.","",""
1406,other,"You rolled a 5.","",""
1407,other,"You rolled a 6.","",""
1408,other,"You rolled a 7.","",""
1409,other,"You rolled an 8.","",""
1410,other,"You rolled a 9.","",""
1411,other,"You rolled a 10.","",""
1412,other,"You rolled an 11.","",""
1413,other,"You rolled a 12.","",""
1414,other,"You step through the swirling portal.","%s steps through the swirling portal.","%s arrives through the swirling portal."
1415,other,"A swirling grey fog blocks your vision!","",""
1416,other,"Shock message 1","Shock message 2","Shock message 3"
1417,verbs,"rip|slice|slash","rips|slices|slashes","rips|slices|slashes"
1418,other,"You drink from the shimmering vial, and energy flows through you!","","%s drinks from a vial of shimmering liquid."
1419,other,"You drink the black potion, and are filled with vigor!","","%s drinks a black potion."
1420,other,"You drink from the golden vial, and are filled with energy!","","%s drinks from a golden vial."
1421,other,"You open the wooden box, and find...","%s opens a wooden box, and finds...","%s opens a wooden box, and finds..."
1422,other,"Some coins!","Some coins!","Some coins!"
1423,other,"An ornamental stone!","An ornamental stone!","An ornamental stone!"
1424,other,"A semi-precious stone!","A semi-precious stone!","A semi-precious stone!"
1425,other,"A fancy stone!","A fancy stone!","A fancy stone!"
1426,other,"A precious stone!","A precious stone!","A precious stone!"
1427,other,"A gem!","A gem!","A gem!"
1428,other,"A jewel!","A jewel!","A jewel!"
1429,other,"A potion!","A potion!","A potion!"
1430,other,"A piece of jewelry!","A piece of jewelry!","A piece of jewelry!"
1431,other,"Nothing.","Nothing.","Nothing."
1432,other,"You open the oak chest, and find...","%s opens an oak chest, and finds...",""
1433,other,"A piece of armour!","A piece of armour!",""
1434,other,"A weapon!","A weapon!",""
1435,other,"You cannot do that right now!","",""
1436,other,"You open the massive wooden chest, and find...","%s opens a massive wooden chest, and finds...",""
1437,other,"A suit of armour!","A suit of armour!",""
1438,other,"A large weapon!","A large weapon!",""
